"","OTU","X","LogMeanMax","Class","LDA","pValue","exp","testingGroup","genus","experiment"
"208","Otu0083",87336,3.09416,"late",2.76003,0.00649861,"PRJEB20299","stage","Rurimicrobium(86)","PRJEB20299"
"209","Otu0083",71838,2.93395,"TRUE",2.60528,0.00416364,"PRJEB20299","turned","Rurimicrobium(86)","PRJEB20299"
"210","Otu0083",90702,3.12379,"late",2.81263,0.0104868,"PRJEB20299","stage","Rurimicrobium(86)","PRJEB20299"
"211","Otu0083",75204,2.95733,"TRUE",2.63587,0.00446635,"PRJEB20299","turned","Rurimicrobium(86)","PRJEB20299"
"212","Otu0084",71839,3.01866,"TRUE",2.6696,0.01091,"PRJEB20299","turned","Pseudorhodoferax(99)","PRJEB20299"
"213","Otu0084",75205,3.01966,"TRUE",2.70579,0.00664616,"PRJEB20299","turned","Pseudorhodoferax(99)","PRJEB20299"
"214","Otu0084",87337,3.10631,"late",2.74224,0.0261853,"PRJEB20299","stage","Pseudorhodoferax(99)","PRJEB20299"
"215","Otu0084",90703,3.10278,"late",2.81819,0.0211,"PRJEB20299","stage","Pseudorhodoferax(99)","PRJEB20299"
"216","Otu0085",90704,3.06025,"late",2.71987,0.0221364,"PRJEB20299","stage","Croceibacterium(99)","PRJEB20299"
"217","Otu0085",75206,2.93975,"TRUE",2.6051,0.0109132,"PRJEB20299","turned","Croceibacterium(99)","PRJEB20299"
"218","Otu0085",87338,3.05553,"late",2.75163,0.0221364,"PRJEB20299","stage","Croceibacterium(99)","PRJEB20299"
"219","Otu0085",71840,2.94711,"TRUE",2.63262,0.01091,"PRJEB20299","turned","Croceibacterium(99)","PRJEB20299"
"220","Otu0086",75207,2.86268,"TRUE",2.24294,0.0388824,"PRJEB20299","turned","Kineococcus(100)","PRJEB20299"
"221","Otu0086",90705,2.98576,"late",2.49096,0.0283847,"PRJEB20299","stage","Kineococcus(100)","PRJEB20299"
"222","Otu0086",71841,2.87944,"TRUE",2.31931,0.0113613,"PRJEB20299","turned","Kineococcus(100)","PRJEB20299"
"223","Otu0086",87339,2.99027,"late",2.52965,0.0151905,"PRJEB20299","stage","Kineococcus(100)","PRJEB20299"
"224","Otu0087",75208,3.04244,"FALSE",2.54331,0.00982695,"PRJEB20299","turned","Paenibacillus(85)","PRJEB20299"
"225","Otu0087",71842,3.04761,"FALSE",2.62138,0.0115442,"PRJEB20299","turned","Paenibacillus(85)","PRJEB20299"
"226","Otu0087",90706,3.04244,"early",2.73676,0.0213305,"PRJEB20299","stage","Paenibacillus(85)","PRJEB20299"
"227","Otu0087",87340,3.04761,"early",2.70261,0.0213865,"PRJEB20299","stage","Paenibacillus(85)","PRJEB20299"
"228","Otu0088",79592,2.99416,"standard",2.60217,0.0400288,"PRJEB20299","treatment","Chryseobacterium(100)","PRJEB20299"
"229","Otu0090",90709,3.05796,"early",2.74076,0.0122251,"PRJEB20299","stage","Pseudomonadota_unclassified(84)","PRJEB20299"
"230","Otu0090",71845,3.06111,"FALSE",2.76029,0.00472577,"PRJEB20299","turned","Pseudomonadota_unclassified(84)","PRJEB20299"
"231","Otu0090",87343,3.06111,"early",2.7639,0.0173736,"PRJEB20299","stage","Pseudomonadota_unclassified(84)","PRJEB20299"
"232","Otu0090",75211,3.05796,"FALSE",2.74659,0.00311618,"PRJEB20299","turned","Pseudomonadota_unclassified(84)","PRJEB20299"
"233","Otu0091",90710,3.016,"late",2.6627,0.0262398,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"234","Otu0091",87344,3.0313,"late",2.68909,0.0236716,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"235","Otu0092",75213,2.79348,"TRUE",2.31172,0.0281967,"PRJEB20299","turned","Sphingomonas(100)","PRJEB20299"
"236","Otu0095",87348,2.8828,"early",2.44669,0.0226121,"PRJEB20299","stage","Frondihabitans(99)","PRJEB20299"
"237","Otu0095",71850,2.8828,"FALSE",2.45243,0.0065268,"PRJEB20299","turned","Frondihabitans(99)","PRJEB20299"
"238","Otu0095",75216,2.88704,"FALSE",2.47297,0.00298601,"PRJEB20299","turned","Frondihabitans(99)","PRJEB20299"
"239","Otu0095",90714,2.88704,"early",2.47584,0.0102208,"PRJEB20299","stage","Frondihabitans(99)","PRJEB20299"
"240","Otu0097",71852,2.74772,"TRUE",2.34578,0.019053,"PRJEB20299","turned","Mucilaginibacter(100)","PRJEB20299"
"241","Otu0097",90716,2.98296,"late",2.58839,0.0208498,"PRJEB20299","stage","Mucilaginibacter(100)","PRJEB20299"
"242","Otu0097",75218,2.7852,"TRUE",2.39306,0.0386679,"PRJEB20299","turned","Mucilaginibacter(100)","PRJEB20299"
"243","Otu0097",87350,2.91343,"late",2.57201,0.019719,"PRJEB20299","stage","Mucilaginibacter(100)","PRJEB20299"
"244","Otu0098",90717,3.01323,"middle",2.68999,0.00576949,"PRJEB20299","stage","Pedobacter(95)","PRJEB20299"
"245","Otu0098",71853,2.90398,"TRUE",2.56471,0.001894,"PRJEB20299","turned","Pedobacter(95)","PRJEB20299"
"246","Otu0098",75219,2.88738,"TRUE",2.57094,0.00153063,"PRJEB20299","turned","Pedobacter(95)","PRJEB20299"
"247","Otu0098",87351,3.02773,"middle",2.73076,0.00716872,"PRJEB20299","stage","Pedobacter(95)","PRJEB20299"
"248","Otu0099",90718,2.9591,"late",2.63732,0.00870586,"PRJEB20299","stage","Devosia(100)","PRJEB20299"
"249","Otu0099",71854,2.77425,"TRUE",2.5031,0.00778625,"PRJEB20299","turned","Devosia(100)","PRJEB20299"
"250","Otu0099",87352,2.97025,"late",2.64823,0.0121726,"PRJEB20299","stage","Devosia(100)","PRJEB20299"
"251","Otu0099",75220,2.77252,"TRUE",2.47377,0.00446635,"PRJEB20299","turned","Devosia(100)","PRJEB20299"
"252","Otu0100",79604,2.7019,"early",2.40762,0.028286,"PRJEB20299","treatment","Flavobacterium(100)","PRJEB20299"
"253","Otu0100",82970,2.75131,"early",2.47536,0.0344454,"PRJEB20299","treatment","Flavobacterium(100)","PRJEB20299"
"254","Otu0101",75222,2.74953,"TRUE",2.42471,0.00173026,"PRJEB20299","turned","Spirosoma(100)","PRJEB20299"
"255","Otu0101",87354,2.98237,"late",2.66706,0.00570652,"PRJEB20299","stage","Spirosoma(100)","PRJEB20299"
"256","Otu0101",90720,2.94709,"late",2.61019,0.00512803,"PRJEB20299","stage","Spirosoma(100)","PRJEB20299"
"257","Otu0101",71856,2.76118,"TRUE",2.4363,0.00203472,"PRJEB20299","turned","Spirosoma(100)","PRJEB20299"
"258","Otu0102",90721,2.79767,"middle",2.40429,0.0102208,"PRJEB20299","stage","Pigmentiphaga(100)","PRJEB20299"
"259","Otu0102",87355,2.7962,"middle",2.41339,0.00595774,"PRJEB20299","stage","Pigmentiphaga(100)","PRJEB20299"
"260","Otu0102",71857,2.75786,"TRUE",2.35849,0.00187943,"PRJEB20299","turned","Pigmentiphaga(100)","PRJEB20299"
"261","Otu0102",75223,2.75816,"TRUE",2.35028,0.00298601,"PRJEB20299","turned","Pigmentiphaga(100)","PRJEB20299"
"262","Otu0103",87356,2.93617,"late",2.61071,0.0101073,"PRJEB20299","stage","Mucilaginibacter(100)","PRJEB20299"
"263","Otu0103",90722,2.95448,"late",2.61669,0.0183156,"PRJEB20299","stage","Mucilaginibacter(100)","PRJEB20299"
"264","Otu0103",71858,2.69699,"TRUE",2.3631,0.0266148,"PRJEB20299","turned","Mucilaginibacter(100)","PRJEB20299"
"265","Otu0104",75225,2.81371,"TRUE",2.53212,0.0223453,"PRJEB20299","turned","Dyadobacter(100)","PRJEB20299"
"266","Otu0104",90723,3.01045,"late",2.75034,0.0491916,"PRJEB20299","stage","Dyadobacter(100)","PRJEB20299"
"267","Otu0105",75226,2.86796,"TRUE",2.5604,0.00950642,"PRJEB20299","turned","Alphaproteobacteria_unclassified(86)","PRJEB20299"
"268","Otu0105",90724,3.10587,"late",2.85471,0.0137696,"PRJEB20299","stage","Alphaproteobacteria_unclassified(86)","PRJEB20299"
"269","Otu0105",87358,3.10028,"late",2.69766,0.0238723,"PRJEB20299","stage","Alphaproteobacteria_unclassified(86)","PRJEB20299"
"270","Otu0105",71860,2.86663,"TRUE",2.44839,0.0126188,"PRJEB20299","turned","Alphaproteobacteria_unclassified(86)","PRJEB20299"
"271","Otu0106",90725,2.73608,"middle",2.25184,0.0102208,"PRJEB20299","stage","Pigmentiphaga(100)","PRJEB20299"
"272","Otu0106",71861,2.68531,"TRUE",2.16731,0.00185764,"PRJEB20299","turned","Pigmentiphaga(100)","PRJEB20299"
"273","Otu0106",75227,2.68702,"TRUE",2.19442,0.00298601,"PRJEB20299","turned","Pigmentiphaga(100)","PRJEB20299"
"274","Otu0106",87359,2.73733,"middle",2.25541,0.00626253,"PRJEB20299","stage","Pigmentiphaga(100)","PRJEB20299"
"275","Otu0109",71864,2.83424,"TRUE",2.46366,0.0161987,"PRJEB20299","turned","Erythrobacteraceae_unclassified(84)","PRJEB20299"
"276","Otu0109",87362,2.95354,"late",2.56709,0.0407502,"PRJEB20299","stage","Erythrobacteraceae_unclassified(84)","PRJEB20299"
"277","Otu0110",82980,2.70583,"early",2.25268,0.0476582,"PRJEB20299","treatment","Stenotrophomonas(100)","PRJEB20299"
"278","Otu0111",71866,2.73382,"TRUE",2.43412,0.00887776,"PRJEB20299","turned","Pedobacter(100)","PRJEB20299"
"279","Otu0111",75232,2.69184,"TRUE",2.36545,0.00974633,"PRJEB20299","turned","Pedobacter(100)","PRJEB20299"
"280","Otu0111",90730,2.69574,"late",2.32805,0.0349096,"PRJEB20299","stage","Pedobacter(100)","PRJEB20299"
"281","Otu0111",87364,2.75112,"late",2.44958,0.0315355,"PRJEB20299","stage","Pedobacter(100)","PRJEB20299"
"282","Otu0112",87365,2.83704,"middle",2.53855,0.0107571,"PRJEB20299","stage","Pedobacter(100)","PRJEB20299"
"283","Otu0112",90731,2.82769,"middle",2.51509,0.0109869,"PRJEB20299","stage","Pedobacter(100)","PRJEB20299"
"284","Otu0112",75233,2.75394,"TRUE",2.44775,0.00267903,"PRJEB20299","turned","Pedobacter(100)","PRJEB20299"
"285","Otu0112",71867,2.78063,"TRUE",2.45859,0.00264845,"PRJEB20299","turned","Pedobacter(100)","PRJEB20299"
"286","Otu0114",71869,2.61704,"TRUE",2.13779,0.00785478,"PRJEB20299","turned","Pigmentiphaga(100)","PRJEB20299"
"287","Otu0114",75235,2.64324,"TRUE",2.20835,0.00451036,"PRJEB20299","turned","Pigmentiphaga(100)","PRJEB20299"
"288","Otu0114",90733,2.67035,"late",2.22053,0.0177152,"PRJEB20299","stage","Pigmentiphaga(100)","PRJEB20299"
"289","Otu0114",87367,2.64391,"middle",2.19496,0.0279516,"PRJEB20299","stage","Pigmentiphaga(100)","PRJEB20299"
"290","Otu0117",71872,2.64391,"TRUE",2.33621,0.00910968,"PRJEB20299","turned","Oxalobacteraceae_unclassified(100)","PRJEB20299"
"291","Otu0117",75238,2.62969,"TRUE",2.28194,0.00451036,"PRJEB20299","turned","Oxalobacteraceae_unclassified(100)","PRJEB20299"
"292","Otu0117",87370,2.75786,"late",2.41686,0.0231688,"PRJEB20299","stage","Oxalobacteraceae_unclassified(100)","PRJEB20299"
"293","Otu0117",90736,2.75703,"late",2.42444,0.0105924,"PRJEB20299","stage","Oxalobacteraceae_unclassified(100)","PRJEB20299"
"294","Otu0118",71873,2.57841,"TRUE",2.10921,0.0321981,"PRJEB20299","turned","Legionella(100)","PRJEB20299"
"295","Otu0119",75240,2.68443,"TRUE",2.40063,0.00827726,"PRJEB20299","turned","Dyadobacter(100)","PRJEB20299"
"296","Otu0119",87372,2.91343,"late",2.58786,0.0116418,"PRJEB20299","stage","Dyadobacter(100)","PRJEB20299"
"297","Otu0119",71874,2.69699,"TRUE",2.38829,0.00820008,"PRJEB20299","turned","Dyadobacter(100)","PRJEB20299"
"298","Otu0119",90738,2.88874,"late",2.59276,0.0117616,"PRJEB20299","stage","Dyadobacter(100)","PRJEB20299"
"299","Otu0120",71875,2.6733,"TRUE",2.32484,0.0291784,"PRJEB20299","turned","Flavobacterium(100)","PRJEB20299"
"300","Otu0120",75241,2.69417,"TRUE",2.37521,0.0430363,"PRJEB20299","turned","Flavobacterium(100)","PRJEB20299"
"301","Otu0122",87375,2.64391,"late",2.31529,0.0210648,"PRJEB20299","stage","Pedobacter(99)","PRJEB20299"
"302","Otu0122",75243,2.59497,"TRUE",2.26201,0.00433581,"PRJEB20299","turned","Pedobacter(99)","PRJEB20299"
"303","Otu0122",90741,2.70947,"late",2.37262,0.0101737,"PRJEB20299","stage","Pedobacter(99)","PRJEB20299"
"304","Otu0122",71877,2.56299,"TRUE",2.24478,0.00827403,"PRJEB20299","turned","Pedobacter(99)","PRJEB20299"
"305","Otu0123",75244,2.68003,"TRUE",2.35524,0.00173026,"PRJEB20299","turned","Pedobacter(100)","PRJEB20299"
"306","Otu0123",87376,2.70837,"middle",2.39139,0.00728111,"PRJEB20299","stage","Pedobacter(100)","PRJEB20299"
"307","Otu0123",90742,2.69452,"middle",2.37638,0.00728111,"PRJEB20299","stage","Pedobacter(100)","PRJEB20299"
"308","Otu0123",71878,2.68134,"TRUE",2.33137,0.00173026,"PRJEB20299","turned","Pedobacter(100)","PRJEB20299"
"309","Otu0124",75245,2.60799,"TRUE",2.24327,0.0380265,"PRJEB20299","turned","Hyphomicrobiales_unclassified(100)","PRJEB20299"
"310","Otu0124",71879,2.6077,"TRUE",2.2281,0.0174725,"PRJEB20299","turned","Hyphomicrobiales_unclassified(100)","PRJEB20299"
"311","Otu0124",87377,2.84803,"late",2.51725,0.00973348,"PRJEB20299","stage","Hyphomicrobiales_unclassified(100)","PRJEB20299"
"312","Otu0124",90743,2.83191,"late",2.47617,0.0145867,"PRJEB20299","stage","Hyphomicrobiales_unclassified(100)","PRJEB20299"
"313","Otu0125",79629,2.69754,"early",2.37497,0.00976447,"PRJEB20299","treatment","Janthinobacterium(95)","PRJEB20299"
"314","Otu0125",82995,2.64933,"early",2.28445,0.00851488,"PRJEB20299","treatment","Janthinobacterium(95)","PRJEB20299"
"315","Otu0126",75247,2.74737,"TRUE",2.44732,0.00367693,"PRJEB20299","turned","Sphingobacterium(100)","PRJEB20299"
"316","Otu0126",90745,2.85214,"middle",2.54863,0.0115872,"PRJEB20299","stage","Sphingobacterium(100)","PRJEB20299"
"317","Otu0126",71881,2.76118,"TRUE",2.39568,0.002905,"PRJEB20299","turned","Sphingobacterium(100)","PRJEB20299"
"318","Otu0126",87379,2.86402,"middle",2.55415,0.00905676,"PRJEB20299","stage","Sphingobacterium(100)","PRJEB20299"
"319","Otu0127",87380,2.62011,"early",2.303,0.0111513,"PRJEB20299","stage","Deltaproteobacteria_unclassified(87)","PRJEB20299"
"320","Otu0127",90746,2.66813,"early",2.28322,0.0134728,"PRJEB20299","stage","Deltaproteobacteria_unclassified(87)","PRJEB20299"
"321","Otu0127",75248,2.66813,"FALSE",2.30512,0.0140707,"PRJEB20299","turned","Deltaproteobacteria_unclassified(87)","PRJEB20299"
"322","Otu0127",71882,2.62011,"FALSE",2.23362,0.0135406,"PRJEB20299","turned","Deltaproteobacteria_unclassified(87)","PRJEB20299"
"323","Otu0128",79632,2.64142,"early",2.30118,0.0440102,"PRJEB20299","treatment","Acidovorax(96)","PRJEB20299"
"324","Otu0128",82998,2.66461,"early",2.30061,0.00404167,"PRJEB20299","treatment","Acidovorax(96)","PRJEB20299"
"325","Otu0131",90750,2.76566,"late",2.43547,0.0130839,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"326","Otu0131",75252,2.49769,"TRUE",2.1885,0.031254,"PRJEB20299","turned","Hymenobacter(100)","PRJEB20299"
"327","Otu0131",87384,2.81417,"late",2.50443,0.0134891,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"328","Otu0131",71886,2.54154,"TRUE",2.24771,0.047391,"PRJEB20299","turned","Hymenobacter(100)","PRJEB20299"
"329","Otu0132",79636,2.69313,"early",2.38712,0.0164135,"PRJEB20299","treatment","Sphingobacterium(100)","PRJEB20299"
"330","Otu0132",83002,2.68579,"early",2.34436,0.0310839,"PRJEB20299","treatment","Sphingobacterium(100)","PRJEB20299"
"331","Otu0135",75256,2.56058,"FALSE",2.18921,0.0388824,"PRJEB20299","turned","Occidentia(85)","PRJEB20299"
"332","Otu0135",90754,2.56058,"early",2.19859,0.0283847,"PRJEB20299","stage","Occidentia(85)","PRJEB20299"
"333","Otu0135",71890,2.56124,"FALSE",2.15736,0.0375855,"PRJEB20299","turned","Occidentia(85)","PRJEB20299"
"334","Otu0135",87388,2.56124,"early",2.23775,0.0199703,"PRJEB20299","stage","Occidentia(85)","PRJEB20299"
"335","Otu0138",75259,2.49769,"TRUE",2.15398,0.0280237,"PRJEB20299","turned","Devosia(100)","PRJEB20299"
"336","Otu0138",71893,2.49517,"TRUE",2.14645,0.0073152,"PRJEB20299","turned","Devosia(100)","PRJEB20299"
"337","Otu0138",87391,2.61704,"late",2.22239,0.026203,"PRJEB20299","stage","Devosia(100)","PRJEB20299"
"338","Otu0139",71894,2.34288,"TRUE",2.15176,0.0411031,"PRJEB20299","turned","Flavobacterium(100)","PRJEB20299"
"339","Otu0140",90759,2.64789,"late",2.28317,0.0150503,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"340","Otu0140",87393,2.70082,"late",2.37922,0.0271407,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"341","Otu0142",90761,2.63599,"late",2.30841,0.00531878,"PRJEB20299","stage","Aquella(98)","PRJEB20299"
"342","Otu0142",71897,2.42924,"TRUE",2.16421,0.00267803,"PRJEB20299","turned","Aquella(98)","PRJEB20299"
"343","Otu0142",87395,2.61704,"late",2.31012,0.005949,"PRJEB20299","stage","Aquella(98)","PRJEB20299"
"344","Otu0142",75263,2.44555,"TRUE",2.12636,0.00433581,"PRJEB20299","turned","Aquella(98)","PRJEB20299"
"345","Otu0144",90763,2.59044,"early",2.25964,0.0117616,"PRJEB20299","stage","Deltaproteobacteria_unclassified(80)","PRJEB20299"
"346","Otu0144",87397,2.55418,"early",2.26581,0.0103466,"PRJEB20299","stage","Deltaproteobacteria_unclassified(80)","PRJEB20299"
"347","Otu0144",71899,2.55418,"FALSE",2.20117,0.00673215,"PRJEB20299","turned","Deltaproteobacteria_unclassified(80)","PRJEB20299"
"348","Otu0144",75265,2.59044,"FALSE",2.30969,0.00827726,"PRJEB20299","turned","Deltaproteobacteria_unclassified(80)","PRJEB20299"
"349","Otu0146",87399,2.73733,"late",2.42212,0.0225726,"PRJEB20299","stage","Sphingomonadaceae_unclassified(100)","PRJEB20299"
"350","Otu0146",90765,2.68135,"late",2.34013,0.0124639,"PRJEB20299","stage","Sphingomonadaceae_unclassified(100)","PRJEB20299"
"351","Otu0147",90766,2.6927,"late",2.37211,0.0104474,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"352","Otu0147",87400,2.6077,"late",2.29032,0.00983992,"PRJEB20299","stage","Hymenobacter(100)","PRJEB20299"
"353","Otu0148",71903,2.57503,"FALSE",2.26152,0.00820008,"PRJEB20299","turned","Methylobacterium(100)","PRJEB20299"
"354","Otu0148",90767,2.5554,"early",2.09197,0.0262013,"PRJEB20299","stage","Methylobacterium(100)","PRJEB20299"
"355","Otu0148",87401,2.57503,"early",2.22856,0.0276472,"PRJEB20299","stage","Methylobacterium(100)","PRJEB20299"
"356","Otu0148",75269,2.5554,"FALSE",2.31117,0.00903549,"PRJEB20299","turned","Methylobacterium(100)","PRJEB20299"
"357","Otu0149",87402,2.47642,"early",2.18963,0.0295545,"PRJEB20299","stage","Deltaproteobacteria_unclassified(85)","PRJEB20299"
"358","Otu0149",71904,2.47642,"FALSE",2.18227,0.0126297,"PRJEB20299","turned","Deltaproteobacteria_unclassified(85)","PRJEB20299"
"359","Otu0149",75270,2.5196,"FALSE",2.34201,0.00311618,"PRJEB20299","turned","Deltaproteobacteria_unclassified(85)","PRJEB20299"
"360","Otu0149",90768,2.5196,"early",2.21952,0.00859694,"PRJEB20299","stage","Deltaproteobacteria_unclassified(85)","PRJEB20299"
"361","Otu0152",71907,2.41476,"TRUE",2.08169,0.00926596,"PRJEB20299","turned","Sphingomonas(97)","PRJEB20299"
"362","Otu0152",87405,2.47642,"late",2.13628,0.0283494,"PRJEB20299","stage","Sphingomonas(97)","PRJEB20299"
"363","Otu0153",75274,2.44305,"TRUE",2.11902,0.0430363,"PRJEB20299","turned","Peredibacter(100)","PRJEB20299"
"364","Otu0156",90775,2.46687,"late",2.10818,0.0399959,"PRJEB20299","stage","Bosea(100)","PRJEB20299"
"365","Otu0156",71911,2.38428,"TRUE",2.03818,0.0430319,"PRJEB20299","turned","Bosea(100)","PRJEB20299"
"366","Otu0157",90776,2.485,"late",2.11661,0.0221903,"PRJEB20299","stage","Rhodopseudomonas(88)","PRJEB20299"
"367","Otu0157",87410,2.50125,"late",2.11417,0.0479325,"PRJEB20299","stage","Rhodopseudomonas(88)","PRJEB20299"
"368","Otu0160",90779,2.54467,"middle",2.18433,0.00766704,"PRJEB20299","stage","Legionella(99)","PRJEB20299"
"369","Otu0160",87413,2.52473,"middle",2.12715,0.0198579,"PRJEB20299","stage","Legionella(99)","PRJEB20299"
"370","Otu0161",87414,2.55773,"late",2.21524,0.00744068,"PRJEB20299","stage","Peredibacter(100)","PRJEB20299"
"371","Otu0161",90780,2.61367,"late",2.32503,0.0085914,"PRJEB20299","stage","Peredibacter(100)","PRJEB20299"
"372","Otu0161",75282,2.3802,"TRUE",2.07606,0.00878961,"PRJEB20299","turned","Peredibacter(100)","PRJEB20299"
"373","Otu0166",87419,2.47642,"late",2.13977,0.00792521,"PRJEB20299","stage","Alphaproteobacteria_unclassified(100)","PRJEB20299"
"374","Otu0166",90785,2.44552,"late",2.13805,0.0161802,"PRJEB20299","stage","Alphaproteobacteria_unclassified(100)","PRJEB20299"
"375","Otu0170",90789,2.58223,"late",2.24248,0.0144984,"PRJEB20299","stage","Spirosoma(100)","PRJEB20299"
"376","Otu0170",87423,2.61704,"late",2.28537,0.0233519,"PRJEB20299","stage","Spirosoma(100)","PRJEB20299"
"377","Otu0181",90800,2.32598,"early",2.04866,0.0446544,"PRJEB20299","stage","Methylotenera(96)","PRJEB20299"
"378","Otu0182",87435,2.32515,"late",2.01588,0.0331645,"PRJEB20299","stage","Sphingomonadaceae_unclassified(95)","PRJEB20299"
"379","Otu0182",90801,2.47673,"late",2.14318,0.0210948,"PRJEB20299","stage","Sphingomonadaceae_unclassified(95)","PRJEB20299"
"380","Otu0184",87437,2.55773,"late",2.21548,0.0337373,"PRJEB20299","stage","Myxococcales_unclassified(84)","PRJEB20299"
"381","Otu0184",90803,2.54683,"late",2.2805,0.0180289,"PRJEB20299","stage","Myxococcales_unclassified(84)","PRJEB20299"
"382","Otu0185",90804,2.51205,"late",2.18663,0.0186718,"PRJEB20299","stage","Sphingomonadaceae_unclassified(100)","PRJEB20299"
"383","Otu0194",90813,2.31063,"late",2.03997,0.022312,"PRJEB20299","stage","Aquella(100)","PRJEB20299"
"384","Otu0196",87449,2.45009,"late",2.1222,0.0103947,"PRJEB20299","stage","Bdellovibrionaceae_unclassified(100)","PRJEB20299"
"385","Otu0196",90815,2.46697,"late",2.15616,0.0111195,"PRJEB20299","stage","Bdellovibrionaceae_unclassified(100)","PRJEB20299"
"386","Otu0202",87455,2.32515,"late",2.00959,0.0137683,"PRJEB20299","stage","Sphingomonadaceae_unclassified(81)","PRJEB20299"
"387","Otu0209",87462,2.35992,"late",2.05936,0.00592844,"PRJEB20299","stage","Oligoflexales_unclassified(96)","PRJEB20299"
"388","Otu0209",90828,2.3684,"late",2.06565,0.00601989,"PRJEB20299","stage","Oligoflexales_unclassified(96)","PRJEB20299"
"389","Otu0221",90840,2.3199,"late",2.00118,0.0337373,"PRJEB20299","stage","Abditibacterium(100)","PRJEB20299"
"390","Otu0221",87474,2.40734,"late",2.1105,0.0128247,"PRJEB20299","stage","Abditibacterium(100)","PRJEB20299"
"391","Otu0256",90875,2.2812,"late",2.02371,0.0301324,"PRJEB20299","stage","Fluviicola(98)","PRJEB20299"
"392","Otu0001",60106,5.5661,"early",5.1822,0.0196973,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"393","Otu0001",62751,5.5687,"early",5.18526,0.0196973,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"394","Otu0003",54283,5.34803,"standard",5.00423,0.00902344,"PRJNA309354","treatment","Enterobacterales_unclassified(100)","PRJNA309354"
"395","Otu0003",56928,5.34595,"standard",5.00984,0.00902344,"PRJNA309354","treatment","Enterobacterales_unclassified(100)","PRJNA309354"
"396","Otu0004",60109,4.9874,"early",4.72134,0.0196973,"PRJNA309354","stage","Bacillaceae_unclassified(99)","PRJNA309354"
"397","Otu0004",62754,4.98052,"early",4.71395,0.0196973,"PRJNA309354","stage","Bacillaceae_unclassified(99)","PRJNA309354"
"398","Otu0005",60110,4.67418,"early",4.1069,0.0379029,"PRJNA309354","stage","Acinetobacter(100)","PRJNA309354"
"399","Otu0005",62755,4.6719,"early",4.13459,0.0379029,"PRJNA309354","stage","Acinetobacter(100)","PRJNA309354"
"400","Otu0006",62756,4.69224,"late",4.35297,0.0363836,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"401","Otu0006",60111,4.68805,"late",4.34579,0.0363836,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"402","Otu0007",60112,4.75493,"late",4.44105,0.0262285,"PRJNA309354","stage","Oscillospiraceae_unclassified(100)","PRJNA309354"
"403","Otu0007",62757,4.75164,"late",4.43862,0.0262285,"PRJNA309354","stage","Oscillospiraceae_unclassified(100)","PRJNA309354"
"404","Otu0009",56934,4.39399,"standard",3.95666,0.00902344,"PRJNA309354","treatment","Acinetobacter(100)","PRJNA309354"
"405","Otu0009",54289,4.39055,"standard",3.96111,0.00902344,"PRJNA309354","treatment","Acinetobacter(100)","PRJNA309354"
"406","Otu0012",56937,4.31937,"inoculated",4.00556,0.00820774,"PRJNA309354","treatment","Bacillaceae_unclassified(95)","PRJNA309354"
"407","Otu0012",54292,4.32195,"inoculated",3.97329,0.00705833,"PRJNA309354","treatment","Bacillaceae_unclassified(95)","PRJNA309354"
"408","Otu0013",54293,4.13184,"standard",3.59389,0.046533,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"409","Otu0014",60119,4.25419,"middle",3.97608,0.0356559,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"410","Otu0014",62764,4.24723,"middle",3.93015,0.0356559,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"411","Otu0015",54295,4.2173,"standard",3.87577,0.00902344,"PRJNA309354","treatment","Chryseobacterium(100)","PRJNA309354"
"412","Otu0015",56940,4.22479,"standard",3.907,0.00902344,"PRJNA309354","treatment","Chryseobacterium(100)","PRJNA309354"
"413","Otu0017",60122,4.07777,"middle",3.69318,0.0363836,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"414","Otu0017",62767,4.09126,"late",3.76964,0.0363836,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"415","Otu0018",54298,3.95884,"inoculated",3.41702,0.0472018,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"416","Otu0018",56943,3.96118,"inoculated",3.47057,0.0472018,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"417","Otu0024",62774,3.70853,"middle",3.16153,0.0363836,"PRJNA309354","stage","Weizmannia(100)","PRJNA309354"
