"","OTU","X","LogMeanMax","Class","LDA","pValue","exp","testingGroup","genus","experiment"
"418","Otu0024",60129,3.71044,"middle",3.21094,0.0363836,"PRJNA309354","stage","Weizmannia(100)","PRJNA309354"
"419","Otu0026",54306,3.7934,"inoculated",3.49428,0.00705833,"PRJNA309354","treatment","Flavobacterium(82)","PRJNA309354"
"420","Otu0026",56951,3.79909,"inoculated",3.499,0.00705833,"PRJNA309354","treatment","Flavobacterium(82)","PRJNA309354"
"421","Otu0027",62777,3.6892,"early",3.26364,0.0379029,"PRJNA309354","stage","Enterococcus(100)","PRJNA309354"
"422","Otu0029",54309,3.57801,"inoculated",3.11149,0.0472018,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"423","Otu0029",56954,3.57907,"inoculated",3.17497,0.0472018,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"424","Otu0031",62781,3.89114,"late",3.59014,0.0207376,"PRJNA309354","stage","Oscillospiraceae_unclassified(100)","PRJNA309354"
"425","Otu0031",60136,3.85429,"late",3.55332,0.0207376,"PRJNA309354","stage","Oscillospiraceae_unclassified(100)","PRJNA309354"
"426","Otu0032",56957,3.58002,"inoculated",3.1617,0.0472018,"PRJNA309354","treatment","Chryseobacterium(100)","PRJNA309354"
"427","Otu0034",60139,3.68948,"late",3.38849,0.0257824,"PRJNA309354","stage","Clostridium_sensu stricto(96)","PRJNA309354"
"428","Otu0034",62784,3.65674,"late",3.35347,0.0335083,"PRJNA309354","stage","Clostridium_sensu stricto(96)","PRJNA309354"
"429","Otu0035",60140,3.53662,"late",3.20363,0.049331,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"430","Otu0036",54316,3.52562,"standard",3.23338,0.00534568,"PRJNA309354","treatment","Chryseobacterium(99)","PRJNA309354"
"431","Otu0036",56961,3.5196,"standard",3.22826,0.00705833,"PRJNA309354","treatment","Chryseobacterium(99)","PRJNA309354"
"432","Otu0037",62787,3.55013,"middle",3.23859,0.0256526,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"433","Otu0037",60142,3.59078,"middle",3.30768,0.0256526,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"434","Otu0043",62793,3.44954,"late",3.11966,0.0262285,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"435","Otu0043",60148,3.46283,"late",3.13729,0.0250826,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"436","Otu0044",60149,3.27451,"middle",2.8828,0.0253846,"PRJNA309354","stage","Clostridiaceae_1_unclassified(100)","PRJNA309354"
"437","Otu0044",62794,3.28085,"middle",2.86073,0.0379029,"PRJNA309354","stage","Clostridiaceae_1_unclassified(100)","PRJNA309354"
"438","Otu0047",56972,3.24568,"standard",2.96868,0.00820774,"PRJNA309354","treatment","Aquabacterium(87)","PRJNA309354"
"439","Otu0047",54327,3.23559,"standard",2.9407,0.00705833,"PRJNA309354","treatment","Aquabacterium(87)","PRJNA309354"
"440","Otu0048",60153,3.42064,"late",3.11983,0.0202222,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"441","Otu0048",62798,3.46285,"late",3.16203,0.0207376,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"442","Otu0055",60160,3.2218,"late",2.90746,0.0466247,"PRJNA309354","stage","Clostridium_sensu stricto(98)","PRJNA309354"
"443","Otu0058",56983,3.08321,"standard",2.77073,0.0162936,"PRJNA309354","treatment","Comamonadaceae_unclassified(100)","PRJNA309354"
"444","Otu0058",54338,3.12489,"standard",2.78927,0.0109095,"PRJNA309354","treatment","Comamonadaceae_unclassified(100)","PRJNA309354"
"445","Otu0060",60165,3.16977,"early",2.8591,0.0499635,"PRJNA309354","stage","Bacillaceae_unclassified(100)","PRJNA309354"
"446","Otu0061",60166,3.19284,"early",2.92927,0.0299624,"PRJNA309354","stage","Bacillaceae_unclassified(100)","PRJNA309354"
"447","Otu0061",62811,3.14832,"early",2.86565,0.0402732,"PRJNA309354","stage","Bacillaceae_unclassified(100)","PRJNA309354"
"448","Otu0062",60167,3.09217,"early",2.75705,0.037472,"PRJNA309354","stage","Clostridium_sensu stricto(97)","PRJNA309354"
"449","Otu0062",62812,3.10761,"early",2.80139,0.0196973,"PRJNA309354","stage","Clostridium_sensu stricto(97)","PRJNA309354"
"450","Otu0066",60171,3.00919,"middle",2.61332,0.0192312,"PRJNA309354","stage","Clostridium_sensu stricto(92)","PRJNA309354"
"451","Otu0066",62816,3.02552,"middle",2.61947,0.0321815,"PRJNA309354","stage","Clostridium_sensu stricto(92)","PRJNA309354"
"452","Otu0067",62817,3.4486,"late",3.14762,0.0360418,"PRJNA309354","stage","Clostridium_sensu stricto(92)","PRJNA309354"
"453","Otu0067",60172,3.44644,"late",3.14553,0.0360418,"PRJNA309354","stage","Clostridium_sensu stricto(92)","PRJNA309354"
"454","Otu0072",56997,2.89346,"standard",2.33537,0.0472018,"PRJNA309354","treatment","Clostridium_sensu stricto(82)","PRJNA309354"
"455","Otu0074",62824,2.94445,"early",2.61291,0.0321815,"PRJNA309354","stage","Saccharibacillus(100)","PRJNA309354"
"456","Otu0075",60180,2.89181,"early",2.59152,0.0441447,"PRJNA309354","stage","Clostridiaceae_1_unclassified(87)","PRJNA309354"
"457","Otu0076",54356,2.99526,"standard",2.72953,0.0181523,"PRJNA309354","treatment","Negativicutes_unclassified(100)","PRJNA309354"
"458","Otu0076",57001,2.98256,"standard",2.74075,0.0186029,"PRJNA309354","treatment","Negativicutes_unclassified(100)","PRJNA309354"
"459","Otu0077",60182,2.93456,"middle",2.56082,0.0385059,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"460","Otu0077",62827,2.98378,"middle",2.6944,0.037154,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"461","Otu0079",54359,2.8888,"inoculated",2.53527,0.00881586,"PRJNA309354","treatment","Oxalobacteraceae_unclassified(100)","PRJNA309354"
"462","Otu0079",57004,2.87886,"inoculated",2.52528,0.00902344,"PRJNA309354","treatment","Oxalobacteraceae_unclassified(100)","PRJNA309354"
"463","Otu0081",57006,2.82526,"inoculated",2.42406,0.00902344,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"464","Otu0081",54361,2.85101,"inoculated",2.42125,0.0147069,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"465","Otu0085",62835,2.78358,"early",2.41941,0.0296533,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"466","Otu0085",60190,2.79114,"early",2.45647,0.0315602,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"467","Otu0089",62839,2.91182,"middle",2.55581,0.0361484,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"468","Otu0096",62846,2.79305,"late",2.41861,0.0356559,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"469","Otu0100",60205,2.90653,"early",2.58829,0.032081,"PRJNA309354","stage","Pseudomonadaceae_unclassified(99)","PRJNA309354"
"470","Otu0100",62850,2.86332,"early",2.56389,0.0335083,"PRJNA309354","stage","Pseudomonadaceae_unclassified(99)","PRJNA309354"
"471","Otu0113",57038,2.70818,"standard",2.34116,0.00820774,"PRJNA309354","treatment","Azospirillum(100)","PRJNA309354"
"472","Otu0113",54393,2.67492,"standard",2.37801,0.00856192,"PRJNA309354","treatment","Azospirillum(100)","PRJNA309354"
"473","Otu0115",54395,2.82386,"standard",2.51947,0.033648,"PRJNA309354","treatment","Enterobacteriaceae_unclassified(90)","PRJNA309354"
"474","Otu0117",54397,2.65472,"standard",2.31923,0.00923674,"PRJNA309354","treatment","Enterobacteriaceae_unclassified(99)","PRJNA309354"
"475","Otu0117",57042,2.72109,"standard",2.43858,0.00705833,"PRJNA309354","treatment","Enterobacteriaceae_unclassified(99)","PRJNA309354"
"476","Otu0122",62872,2.73592,"early",2.40267,0.0239601,"PRJNA309354","stage","Clostridium_sensu stricto(88)","PRJNA309354"
"477","Otu0122",60227,2.73044,"early",2.43112,0.0251772,"PRJNA309354","stage","Clostridium_sensu stricto(88)","PRJNA309354"
"478","Otu0126",62876,2.72139,"early",2.40023,0.0335083,"PRJNA309354","stage","Paenibacillaceae_unclassified(100)","PRJNA309354"
"479","Otu0126",60231,2.70816,"early",2.36047,0.0338591,"PRJNA309354","stage","Paenibacillaceae_unclassified(100)","PRJNA309354"
"480","Otu0127",54407,2.56295,"standard",2.22808,0.00687555,"PRJNA309354","treatment","Chryseobacterium(100)","PRJNA309354"
"481","Otu0127",57052,2.6179,"standard",2.28997,0.00902344,"PRJNA309354","treatment","Chryseobacterium(100)","PRJNA309354"
"482","Otu0129",57054,2.60184,"inoculated",2.2181,0.00902344,"PRJNA309354","treatment","Clostridium_sensu stricto(99)","PRJNA309354"
"483","Otu0129",54409,2.63353,"inoculated",2.19731,0.00781462,"PRJNA309354","treatment","Clostridium_sensu stricto(99)","PRJNA309354"
"484","Otu0131",62881,2.64083,"early",2.37359,0.0200336,"PRJNA309354","stage","Clostridium_sensu stricto(81)","PRJNA309354"
"485","Otu0133",60238,2.84438,"late",2.54387,0.0273237,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"486","Otu0136",57061,2.67869,"standard",2.41358,0.00534568,"PRJNA309354","treatment","Flavobacteriaceae_unclassified(100)","PRJNA309354"
"487","Otu0136",54416,2.65472,"standard",2.28064,0.0186029,"PRJNA309354","treatment","Flavobacteriaceae_unclassified(100)","PRJNA309354"
"488","Otu0138",57063,2.67407,"inoculated",2.36736,0.0186029,"PRJNA309354","treatment","Selenomonadales_unclassified(98)","PRJNA309354"
"489","Otu0138",54418,2.74747,"inoculated",2.46181,0.0186029,"PRJNA309354","treatment","Selenomonadales_unclassified(98)","PRJNA309354"
"490","Otu0139",60244,2.77183,"late",2.45248,0.0385419,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"491","Otu0139",62889,2.79305,"late",2.48403,0.029548,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"492","Otu0141",60246,2.98571,"late",2.68552,0.0360418,"PRJNA309354","stage","Clostridiaceae_1_unclassified(90)","PRJNA309354"
"493","Otu0144",54424,2.61125,"standard",2.34681,0.00473303,"PRJNA309354","treatment","Gammaproteobacteria_unclassified(100)","PRJNA309354"
"494","Otu0144",57069,2.63263,"standard",2.3313,0.00534568,"PRJNA309354","treatment","Gammaproteobacteria_unclassified(100)","PRJNA309354"
"495","Otu0145",54425,2.58777,"standard",2.24128,0.0120333,"PRJNA309354","treatment","Clostridium_sensu stricto(99)","PRJNA309354"
"496","Otu0148",62898,2.60188,"early",2.26822,0.0257824,"PRJNA309354","stage","Pseudomonadaceae_unclassified(100)","PRJNA309354"
"497","Otu0154",54434,2.47863,"standard",2.20545,0.033648,"PRJNA309354","treatment","Enterobacteriaceae_unclassified(88)","PRJNA309354"
"498","Otu0154",57079,2.47275,"standard",2.12655,0.0131916,"PRJNA309354","treatment","Enterobacteriaceae_unclassified(88)","PRJNA309354"
"499","Otu0157",57082,2.51529,"standard",2.12393,0.0263877,"PRJNA309354","treatment","Novosphingobium(89)","PRJNA309354"
"500","Otu0160",60265,2.57554,"middle",2.25791,0.0439369,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"501","Otu0162",62912,2.56951,"late",2.27057,0.0257824,"PRJNA309354","stage","Clostridium_sensu stricto(98)","PRJNA309354"
"502","Otu0162",60267,2.68468,"late",2.38414,0.0251772,"PRJNA309354","stage","Clostridium_sensu stricto(98)","PRJNA309354"
"503","Otu0164",54444,2.47863,"inoculated",2.0172,0.041258,"PRJNA309354","treatment","Chryseobacterium(100)","PRJNA309354"
"504","Otu0166",62916,2.54566,"middle",2.22419,0.0293806,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"505","Otu0166",60271,2.57554,"middle",2.30658,0.0280567,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"506","Otu0167",57092,2.52806,"standard",2.29065,0.023634,"PRJNA309354","treatment","Enterobacterales_unclassified(85)","PRJNA309354"
"507","Otu0169",62919,2.47364,"middle",2.17753,0.0306884,"PRJNA309354","stage","Clostridium_sensu stricto(96)","PRJNA309354"
"508","Otu0170",54450,2.44644,"standard",2.02035,0.018881,"PRJNA309354","treatment","Clostridiaceae_1_unclassified(98)","PRJNA309354"
"509","Otu0172",57097,2.41292,"standard",2.08865,0.0445386,"PRJNA309354","treatment","Enterobacterales_unclassified(100)","PRJNA309354"
"510","Otu0173",57098,2.50663,"standard",2.23752,0.00534568,"PRJNA309354","treatment","Enterobacterales_unclassified(99)","PRJNA309354"
"511","Otu0173",54453,2.53662,"standard",2.25509,0.00503414,"PRJNA309354","treatment","Enterobacterales_unclassified(99)","PRJNA309354"
"512","Otu0175",54455,2.44644,"inoculated",2.05723,0.049384,"PRJNA309354","treatment","Anaerocolumna(99)","PRJNA309354"
"513","Otu0177",62927,2.51109,"early",2.18307,0.0335083,"PRJNA309354","stage","Bacillaceae_unclassified(86)","PRJNA309354"
"514","Otu0177",60282,2.57554,"early",2.19391,0.0293222,"PRJNA309354","stage","Bacillaceae_unclassified(86)","PRJNA309354"
"515","Otu0179",54459,2.41168,"inoculated",2.13986,0.00518861,"PRJNA309354","treatment","Paenibacillaceae_unclassified(100)","PRJNA309354"
"516","Otu0179",57104,2.4611,"inoculated",2.15946,0.00705833,"PRJNA309354","treatment","Paenibacillaceae_unclassified(100)","PRJNA309354"
"517","Otu0187",54467,2.47863,"inoculated",2.15033,0.0441713,"PRJNA309354","treatment","Clostridium_sensu stricto(100)","PRJNA309354"
"518","Otu0191",57116,2.43609,"standard",2.11988,0.00534568,"PRJNA309354","treatment","Enterobacteriaceae_unclassified(83)","PRJNA309354"
"519","Otu0191",54471,2.37389,"standard",2.09799,0.00473303,"PRJNA309354","treatment","Enterobacteriaceae_unclassified(83)","PRJNA309354"
"520","Otu0202",54482,2.47863,"standard",2.23836,0.00473303,"PRJNA309354","treatment","Gammaproteobacteria_unclassified(100)","PRJNA309354"
"521","Otu0202",57127,2.40287,"standard",2.09394,0.00534568,"PRJNA309354","treatment","Gammaproteobacteria_unclassified(100)","PRJNA309354"
"522","Otu0203",54483,2.44644,"standard",2.17662,0.0181523,"PRJNA309354","treatment","Weeksellaceae_unclassified(95)","PRJNA309354"
"523","Otu0203",57128,2.41039,"standard",2.15222,0.0186029,"PRJNA309354","treatment","Weeksellaceae_unclassified(95)","PRJNA309354"
"524","Otu0204",57129,2.37281,"inoculated",2.0652,0.00534568,"PRJNA309354","treatment","Lactococcus(100)","PRJNA309354"
"525","Otu0204",54484,2.44644,"inoculated",2.12328,0.00503414,"PRJNA309354","treatment","Lactococcus(100)","PRJNA309354"
"526","Otu0210",60315,2.68468,"late",2.38462,0.0497871,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"527","Otu0210",62960,2.69232,"late",2.39239,0.0402732,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"528","Otu0212",60317,2.42941,"late",2.08639,0.0471658,"PRJNA309354","stage","Pseudomonadaceae_unclassified(99)","PRJNA309354"
"529","Otu0214",54494,2.37389,"standard",2.05883,0.00900895,"PRJNA309354","treatment","Moraxellaceae_unclassified(97)","PRJNA309354"
"530","Otu0215",60320,2.3325,"middle",2.0224,0.0292363,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"531","Otu0225",60330,2.77183,"late",2.47138,0.0351252,"PRJNA309354","stage","Pseudomonadaceae_unclassified(92)","PRJNA309354"
"532","Otu0232",60337,2.3325,"late",2.03281,0.0224408,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"533","Otu0232",62982,2.30871,"middle",2.00895,0.0306884,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"534","Otu0235",62985,2.32297,"late",2.02619,0.0306884,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"535","Otu0237",62987,2.46566,"late",2.16637,0.0402732,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"536","Otu0240",60345,2.3325,"middle",2.0831,0.0137638,"PRJNA309354","stage","Clostridium_sensu stricto(99)","PRJNA309354"
"537","Otu0244",57169,2.2825,"inoculated",2.06054,0.00534568,"PRJNA309354","treatment","Clostridium_sensu stricto(92)","PRJNA309354"
"538","Otu0259",63009,2.36064,"middle",2.08754,0.0402732,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"539","Otu0269",57194,2.25498,"inoculated",2.04055,0.0186029,"PRJNA309354","treatment","Clostridium_sensu stricto(94)","PRJNA309354"
"540","Otu0271",63021,2.46781,"late",2.1701,0.0273237,"PRJNA309354","stage","Clostridiaceae_1_unclassified(86)","PRJNA309354"
"541","Otu0271",60376,2.42941,"late",2.13096,0.024671,"PRJNA309354","stage","Clostridiaceae_1_unclassified(86)","PRJNA309354"
"542","Otu0275",63025,2.52258,"late",2.22762,0.0360418,"PRJNA309354","stage","Eubacteriales_unclassified(96)","PRJNA309354"
"543","Otu0275",60380,2.42941,"late",2.12983,0.0458285,"PRJNA309354","stage","Eubacteriales_unclassified(96)","PRJNA309354"
"544","Otu0331",60436,2.42941,"late",2.13152,0.0432558,"PRJNA309354","stage","Microbacterium(92)","PRJNA309354"
"545","Otu0331",63081,2.39257,"late",2.09113,0.0360418,"PRJNA309354","stage","Microbacterium(92)","PRJNA309354"
"546","Otu0332",60437,2.3325,"late",2.03216,0.0432558,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"547","Otu0362",63112,2.40015,"late",2.10252,0.0311828,"PRJNA309354","stage","Clostridium_sensu stricto(100)","PRJNA309354"
"548","Otu0378",63128,2.31694,"late",2.01854,0.0360418,"PRJNA309354","stage","Clostridium_sensu stricto(98)","PRJNA309354"
"549","Otu0415",60520,2.42941,"late",2.13095,0.0117436,"PRJNA309354","stage","Clostridium_sensu stricto(80)","PRJNA309354"
"550","Otu0415",63165,2.39257,"late",2.0943,0.0117436,"PRJNA309354","stage","Clostridium_sensu stricto(80)","PRJNA309354"
"551","Otu0642",60746,2.03147,"late",2.01088,0.011109,"PRJNA309354","stage","Oscillospiraceae_unclassified(100)","PRJNA309354"
"552","Otu0004",42092,4.87847,"TRUE",4.34714,0.0143059,"PRJEB27872","turned","Rhizobiaceae_unclassified(100)","PRJEB27872"
"553","Otu0004",46156,4.91748,"late",4.46825,0.0301974,"PRJEB27872","stage","Rhizobiaceae_unclassified(100)","PRJEB27872"
"554","Otu0004",43392,4.89011,"TRUE",4.36683,0.0143059,"PRJEB27872","turned","Rhizobiaceae_unclassified(100)","PRJEB27872"
"555","Otu0004",47456,4.9278,"late",4.48351,0.0301974,"PRJEB27872","stage","Rhizobiaceae_unclassified(100)","PRJEB27872"
"556","Otu0005",42093,4.83018,"TRUE",4.33142,0.0274863,"PRJEB27872","turned","Pedobacter(100)","PRJEB27872"
"557","Otu0005",43393,4.82892,"TRUE",4.31797,0.0275023,"PRJEB27872","turned","Pedobacter(100)","PRJEB27872"
"558","Otu0005",47457,4.82904,"late",4.41153,0.0470965,"PRJEB27872","stage","Pedobacter(100)","PRJEB27872"
"559","Otu0005",46157,4.82781,"late",4.41167,0.0470965,"PRJEB27872","stage","Pedobacter(100)","PRJEB27872"
"560","Otu0007",42095,4.6231,"TRUE",4.05819,0.0274863,"PRJEB27872","turned","Pedobacter(100)","PRJEB27872"
"561","Otu0007",46159,4.62936,"late",4.12893,0.0470965,"PRJEB27872","stage","Pedobacter(100)","PRJEB27872"
"562","Otu0008",42096,4.69533,"FALSE",4.24673,0.0274863,"PRJEB27872","turned","Pseudomonas(100)","PRJEB27872"
"563","Otu0011",43399,4.47141,"TRUE",3.99164,0.0143059,"PRJEB27872","turned","Flavobacterium(100)","PRJEB27872"
"564","Otu0011",46163,4.50654,"late",4.09933,0.0428521,"PRJEB27872","stage","Flavobacterium(100)","PRJEB27872"
"565","Otu0011",42099,4.47014,"TRUE",4.01594,0.0143059,"PRJEB27872","turned","Flavobacterium(100)","PRJEB27872"
"566","Otu0011",47463,4.50608,"late",4.0718,0.0428521,"PRJEB27872","stage","Flavobacterium(100)","PRJEB27872"
"567","Otu0017",46169,4.34812,"late",4.03891,0.0301974,"PRJEB27872","stage","Pedobacter(100)","PRJEB27872"
"568","Otu0017",42105,4.25307,"TRUE",3.8697,0.0143059,"PRJEB27872","turned","Pedobacter(100)","PRJEB27872"
"569","Otu0017",47469,4.3249,"late",3.99842,0.0301974,"PRJEB27872","stage","Pedobacter(100)","PRJEB27872"
"570","Otu0017",43405,4.2342,"TRUE",3.82537,0.0275023,"PRJEB27872","turned","Pedobacter(100)","PRJEB27872"
"571","Otu0019",46171,4.16366,"late",3.81108,0.0388014,"PRJEB27872","stage","Brevundimonas(100)","PRJEB27872"
"572","Otu0019",47471,4.20447,"late",3.87422,0.0398664,"PRJEB27872","stage","Brevundimonas(100)","PRJEB27872"
"573","Otu0019",43407,4.14204,"TRUE",3.7166,0.0143059,"PRJEB27872","turned","Brevundimonas(100)","PRJEB27872"
"574","Otu0019",42107,4.10879,"TRUE",3.68616,0.013903,"PRJEB27872","turned","Brevundimonas(100)","PRJEB27872"
"575","Otu0021",46173,4.13933,"late",3.74467,0.0398664,"PRJEB27872","stage","Rhizobiaceae_unclassified(99)","PRJEB27872"
"576","Otu0027",46179,3.99924,"late",3.65528,0.0470965,"PRJEB27872","stage","Mucilaginibacter(100)","PRJEB27872"
"577","Otu0027",43415,3.94873,"TRUE",3.51552,0.0275023,"PRJEB27872","turned","Mucilaginibacter(100)","PRJEB27872"
"578","Otu0027",47479,4.01715,"late",3.6667,0.0301974,"PRJEB27872","stage","Mucilaginibacter(100)","PRJEB27872"
"579","Otu0028",42116,3.8983,"TRUE",3.53655,0.013903,"PRJEB27872","turned","Pedobacter(100)","PRJEB27872"
"580","Otu0028",43416,3.86646,"TRUE",3.46799,0.0143059,"PRJEB27872","turned","Pedobacter(100)","PRJEB27872"
"581","Otu0030",42118,3.7718,"TRUE",3.41317,0.0490901,"PRJEB27872","turned","Dyadobacter(100)","PRJEB27872"
"582","Otu0033",43421,3.68754,"TRUE",3.35202,0.0462514,"PRJEB27872","turned","Mucilaginibacter(100)","PRJEB27872"
"583","Otu0035",43423,3.66193,"TRUE",3.33196,0.0268593,"PRJEB27872","turned","Sphingomonadaceae_unclassified(97)","PRJEB27872"
"584","Otu0035",42123,3.68569,"TRUE",3.3977,0.0397734,"PRJEB27872","turned","Sphingomonadaceae_unclassified(97)","PRJEB27872"
"585","Otu0037",46189,3.62878,"late",3.28756,0.0332415,"PRJEB27872","stage","Sphingomonadales_unclassified(100)","PRJEB27872"
"586","Otu0037",47489,3.66969,"late",3.27805,0.0428521,"PRJEB27872","stage","Sphingomonadales_unclassified(100)","PRJEB27872"
"587","Otu0037",42125,3.55306,"TRUE",3.09372,0.0357608,"PRJEB27872","turned","Sphingomonadales_unclassified(100)","PRJEB27872"
"588","Otu0038",46190,3.74936,"late",3.40878,0.0293222,"PRJEB27872","stage","Roseomonas(100)","PRJEB27872"
"589","Otu0038",47490,3.68614,"late",3.32372,0.0301974,"PRJEB27872","stage","Roseomonas(100)","PRJEB27872"
"590","Otu0038",43426,3.62255,"TRUE",3.21474,0.0143059,"PRJEB27872","turned","Roseomonas(100)","PRJEB27872"
"591","Otu0038",42126,3.678,"TRUE",3.27528,0.013903,"PRJEB27872","turned","Roseomonas(100)","PRJEB27872"
"592","Otu0042",42130,3.5096,"TRUE",3.07723,0.0268436,"PRJEB27872","turned","Flavobacterium(100)","PRJEB27872"
"593","Otu0048",47500,3.51936,"late",3.22826,0.0398664,"PRJEB27872","stage","Dyadobacter(100)","PRJEB27872"
"594","Otu0048",43436,3.45999,"TRUE",3.0846,0.0143059,"PRJEB27872","turned","Dyadobacter(100)","PRJEB27872"
"595","Otu0048",42136,3.44833,"TRUE",3.11958,0.0224943,"PRJEB27872","turned","Dyadobacter(100)","PRJEB27872"
"596","Otu0050",47502,3.55863,"late",3.31008,0.0297433,"PRJEB27872","stage","Devosia(100)","PRJEB27872"
"597","Otu0050",46202,3.5599,"late",3.31011,0.0212115,"PRJEB27872","stage","Devosia(100)","PRJEB27872"
"598","Otu0050",42138,3.4417,"TRUE",3.15228,0.0146219,"PRJEB27872","turned","Devosia(100)","PRJEB27872"
"599","Otu0050",43438,3.43904,"TRUE",3.10293,0.0406849,"PRJEB27872","turned","Devosia(100)","PRJEB27872"
"600","Otu0052",43440,3.37735,"TRUE",2.8235,0.0275023,"PRJEB27872","turned","Mycetocola(93)","PRJEB27872"
"601","Otu0062",46214,3.27224,"late",2.93412,0.0373674,"PRJEB27872","stage","Hymenobacter(100)","PRJEB27872"
"602","Otu0062",43450,3.25836,"TRUE",2.81861,0.0490901,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
"603","Otu0062",42150,3.21985,"TRUE",2.80569,0.0243251,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
"604","Otu0070",42158,3.17285,"TRUE",2.67556,0.0490901,"PRJEB27872","turned","Sphingomonadaceae_unclassified(100)","PRJEB27872"
"605","Otu0071",47523,3.17521,"late",2.94736,0.0308074,"PRJEB27872","stage","Chitinophagaceae_unclassified(100)","PRJEB27872"
"606","Otu0074",47526,3.16251,"late",2.92194,0.0221091,"PRJEB27872","stage","Sphingomonadaceae_unclassified(99)","PRJEB27872"
"607","Otu0074",43462,3.03757,"TRUE",2.71354,0.029049,"PRJEB27872","turned","Sphingomonadaceae_unclassified(99)","PRJEB27872"
"608","Otu0075",46227,3.35578,"late",3.06999,0.0388069,"PRJEB27872","stage","Flavobacterium(100)","PRJEB27872"
"609","Otu0075",42163,3.24157,"TRUE",2.88801,0.00700094,"PRJEB27872","turned","Flavobacterium(100)","PRJEB27872"
"610","Otu0080",43468,3.00526,"TRUE",2.67828,0.0105152,"PRJEB27872","turned","Dyadobacter(100)","PRJEB27872"
"611","Otu0081",42169,3.09118,"TRUE",2.73282,0.0490901,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
"612","Otu0082",42170,3.02672,"TRUE",2.6757,0.0334328,"PRJEB27872","turned","Luteimonas(100)","PRJEB27872"
"613","Otu0082",43470,3.03338,"TRUE",2.63377,0.0275023,"PRJEB27872","turned","Luteimonas(100)","PRJEB27872"
"614","Otu0083",43471,2.99958,"TRUE",2.65012,0.0143059,"PRJEB27872","turned","Devosia(100)","PRJEB27872"
"615","Otu0083",42171,2.99051,"TRUE",2.66668,0.0224943,"PRJEB27872","turned","Devosia(100)","PRJEB27872"
"616","Otu0087",42175,2.85923,"TRUE",2.56465,0.0370705,"PRJEB27872","turned","Sphingomonadaceae_unclassified(100)","PRJEB27872"
"617","Otu0089",43477,2.8416,"TRUE",2.37778,0.0490901,"PRJEB27872","turned","Spirosoma(100)","PRJEB27872"
"618","Otu0092",47544,2.99785,"late",2.68435,0.0417327,"PRJEB27872","stage","Erythrobacteraceae_unclassified(100)","PRJEB27872"
"619","Otu0092",46244,2.89985,"late",2.59061,0.0452148,"PRJEB27872","stage","Erythrobacteraceae_unclassified(100)","PRJEB27872"
"620","Otu0092",43480,2.89581,"TRUE",2.53811,0.0490901,"PRJEB27872","turned","Erythrobacteraceae_unclassified(100)","PRJEB27872"
"621","Otu0093",43481,2.91261,"TRUE",2.53609,0.0143059,"PRJEB27872","turned","Hymenobacter(100)","PRJEB27872"
